col0,col1,col2,col3,col4
Panasonic Lumix DMC-FZ300,Panasonic,Panasonic Lumix DMC-FZ200,digital camera,Panasonic Corporation
Nikon D850,Nikon,Nikon D810,full-frame digital SLR,Nikon
Nikon D5,Nikon,Nikon D4,full-frame digital SLR,Nikon
Nikon D7500,Nikon,Nikon D7200,digital single-lens reflex camera,Nikon
Nikon D5600,Nikon,Nikon D5500,digital single-lens reflex camera,Nikon
Nikon D3400,Nikon,Nikon D3300,digital single-lens reflex camera,Nikon
Nikon D500,Nikon,Nikon D300S,digital single-lens reflex camera,Nikon
Canon EOS M50,Canon,Canon EOS M5,mirrorless interchangeable-lens camera,Canon Inc.
Canon EOS M100,Canon,Canon EOS M10,mirrorless interchangeable-lens camera,Canon Inc.
Canon EOS 2000D,Canon,Canon EOS 1300D,digital single-lens reflex camera,Canon Inc.
Nikon D3500,Nikon,Nikon D3400,digital single-lens reflex camera,Nikon
Leica Q2,Leica,Leica Q,digital camera,Leica Camera
Canon EOS-1D X Mark III,Canon,Canon EOS 1D X Mark II,full-frame digital SLR,Canon Inc.
