col0,col1,col2,col3
Barney Stockman,Barney,Raphael Knocks 'em Dead,Raphael Knocks 'em Dead
Octavius Ogilvy,Octavius,Corporate Raiders from Dimension X,Corporate Raiders from Dimension X
Fenton Hackenbush,Fenton,"Slash, the Evil Turtle from Dimension X",Fenton Hackenbush
Oswald Dren,Oswald,Rondo in New York,Rondo in New York
Lynda Ling,Lynda,"How the Turtles Got Their Weapons, Part 2","How the Turtles Got Their Weapons, Part 1"
Howie Hardy,Howie,"Menace, Maestro Please",Name That Toon
Agatha Marbles,Agatha,Sleuth on the Loose,Case of the Hot Kimono
Vernon Fenwick,Vernon,Teenage Mutant Ninja Turtles,Turtle Tracks
Jane Goodfellow,Jane,What's Michelangelo Good For?,What's Michelangelo Good For?
Howie Hardy,Howie,Name That Toon,Name That Toon
Agatha Marbles,Agatha,Case of the Hot Kimono,Case of the Hot Kimono
Kevin Tyler,Kevin,Michelangelo Toys Around,Michelangelo Toys Around
