col0,col1,col2,col3
McDowell County,Mingo County,"National Register of Historic Places listings in McDowell County, West Virginia",1385
Lincoln County,Boone County,"National Register of Historic Places listings in Lincoln County, West Virginia",1136
Fayette County,Nicholas County,"National Register of Historic Places listings in Fayette County, West Virginia",1731
Pocahontas County,Pendleton County,"National Register of Historic Places listings in Pocahontas County, West Virginia",2439
Mingo County,Wayne County,"National Register of Historic Places listings in Mingo County, West Virginia",1097
Mercer County,Bland County,"National Register of Historic Places listings in Mercer County, West Virginia",1090
Mason County,Meigs County,"National Register of Historic Places listings in Mason County, West Virginia",1152
Marshall County,Belmont County,"National Register of Historic Places listings in Marshall County, West Virginia",809
Marion County,Monongalia County,"National Register of Historic Places listings in Marion County, West Virginia",807
Logan County,Boone County,"National Register of Historic Places listings in Logan County, West Virginia",1108
Lewis County,Doddridge County,"National Register of Historic Places listings in Lewis County, West Virginia",1009
Kanawha County,Nicholas County,"National Register of Historic Places listings in Kanawha County, West Virginia",2359
