col0,col1,col2,col3
Jiangmen Railway Station,Xinhui railway station,China Standard Time,railway station
Xinghuo railway station,Beijing East railway station,China Standard Time,building under construction
Xidiaoyutai station,Gongzhufen station,China Standard Time,building under construction
Wulongquan East railway station,Wuhan railway station,China Standard Time,building under construction
Yizhuang railway station,Beijing South railway station,China Standard Time,building under construction
Lintong East railway station,Xi'an North railway station,China Standard Time,building under construction
Xinghuo railway station,Beijing East railway station,China Standard Time,metro station
Xidiaoyutai station,Gongzhufen station,China Standard Time,metro station
Xinghuo railway station,Beijing East railway station,China Standard Time,railway station
Wulongquan East railway station,Wuhan railway station,China Standard Time,railway station
