col0,col1,col2,col3
Plunger class,USS Plunger (SS-2),United States Navy,457 mm torpedo tube
Sjöormen-class submarine,HMS Sjöormen,Republic of Singapore Navy,Torpedo 45
Södermanland-class submarine,HMS Södermanland,Swedish Navy,Torpedo 45
Sjöormen-class submarine,HMS Sjöormen,Swedish Navy,Torpedo 45
Näcken-class submarine,HSwMS Näcken,Swedish Navy,Torpedo 45
Södermanland-class submarine,HMS Södermanland,Swedish Navy,Torpedo 62
Sjöormen-class submarine,HMS Sjöormen,Republic of Singapore Navy,Torpedo 613
Södermanland-class submarine,HMS Södermanland,Swedish Navy,Torpedo 613
Sjöormen-class submarine,HMS Sjöormen,Swedish Navy,Torpedo 613
Näcken-class submarine,HSwMS Näcken,Swedish Navy,Torpedo 613
