col0,col1,col2,col3
Bory Tucholskie National Park,Poland,national park of Poland,46.13
Słowiński National Park,Poland,national park of Poland,186
Roztocze National Park,Poland,national park of Poland,8483
Pieniny National Park,Poland,national park of Poland,2346
Polesie National Park,Poland,national park of Poland,97.62
Magura National Park,Poland,national park of Poland,19439
Narew National Park,Poland,national park of Poland,68.1
Karkonosze National Park,Poland,national park of Poland,55.8
Wigry National Park,Poland,national park of Poland,150.86
Wolin National Park,Poland,national park of Poland,109.37
Kampinos National Park,Poland,national park of Poland,38544
Ojców National Park,Poland,national park of Poland,2146
Stołowe Mountains National Park,Poland,national park of Poland,6390
