col0,col1,col2,col3
Mitochondrial protein translocase,Mitochondrial protein-transporting ATPase family,transport protein,mitochondrial protein-transporting ATPase activity
amidase superfamily,Amidohydrolase,enzyme,amidase activity
Mitochondrial protein translocase,Mitochondrial protein-transporting ATPase family,Mitochondrial protein-transporting ATPase family,mitochondrial protein-transporting ATPase activity
Alkaline phosphatase,serum alkaline phosphatase level,phosphatase,phosphatase activity
Amidase,Amidohydrolase,oxidoreductases,amidase activity
Glycoside hydrolase family 30,Glucosylceramidase,Glucosylceramidase,glucosylceramidase activity
Phospholipid-translocating ATPase,Phospholipid-transporting ATPase,transport protein,ATPase-coupled intramembrane lipid transporter activity
Mitochondrial protein-transporting ATPase family,Mitochondrial protein translocase,P-P-bond-hydrolysis-driven transporter,P-P-bond-hydrolysis-driven transmembrane transporter activity
Glucosylceramidase,Glycoside hydrolase family 30,Glycoside hydrolase superfamily,glucosylceramidase activity
Caspase-2,CASP2,cysteine protease,cysteine-type endopeptidase activity
Amidohydrolase,Amidase,hydrolase,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
Isopropylmalate dehydrogenase,"3-isopropylmalate dehydrogenase LeuB, actinobacterial",protein,3-isopropylmalate dehydrogenase activity
"3-isopropylmalate dehydrogenase LeuB, actinobacterial",Isopropylmalate dehydrogenase,alcohol oxidoreductase,3-isopropylmalate dehydrogenase activity
