col0,col1,col2,col3
Feline Mortar,Feline Mortar,Cleveland Museum of Art,Cleveland Museum of Art Open Access project
Pyxis,Pyxis (lid),Cleveland Museum of Art,Cleveland Museum of Art Open Access project
Eccentric Flint,Eccentric Flint,Cleveland Museum of Art,Cleveland Museum of Art Open Access project
Container,Container,Cleveland Museum of Art,Cleveland Museum of Art Open Access project
Ceremonial Mace,Ceremonial Mace (Club) Head: Feline (Jaguar?),Cleveland Museum of Art,Cleveland Museum of Art Open Access project
Cup,Cup,Cleveland Museum of Art,Cleveland Museum of Art Open Access project
Pipe Bowl,Pipe Bowl,Cleveland Museum of Art,Cleveland Museum of Art Open Access project
Female Devotee,Female Devotee,Cleveland Museum of Art,Cleveland Museum of Art Open Access project
Feline Mortar and Pestle,Feline Mortar and Pestle,Cleveland Museum of Art,Cleveland Museum of Art Open Access project
Clock,Clock,Cleveland Museum of Art,Cleveland Museum of Art Open Access project
Carved Bowl,Carved Bowl,Cleveland Museum of Art,Cleveland Museum of Art Open Access project
