col0,col1,col2,col3
Staatliche Antikensammlungen,reconstruction,Georg Friedrich Ziebland,archaeological museum
Alte Heide,start of manufacturing or construction,Theodor Fischer,housing estate
Staatliche Antikensammlungen,reconstruction,Georg Friedrich Ziebland,cultural heritage ensemble
Fürstenried Palace,start of manufacturing or construction,Joseph Effner,cultural heritage ensemble
Alte Heide,start of manufacturing or construction,Theodor Fischer,cultural heritage ensemble
Maximilianstraße,start of manufacturing or construction,Friedrich Bürklein,cultural heritage ensemble
Historisches Stadttheater Weißenhorn,reconstruction,Valentin Gaiser,cultural heritage ensemble
Fürstenried Palace,start of manufacturing or construction,Joseph Effner,hunting lodge
Historisches Stadttheater Weißenhorn,reconstruction,Valentin Gaiser,tithe barn
Alte Heide,start of manufacturing or construction,Theodor Fischer,neighborhood
