col0,col1,col2,col3,col4
1977 Bordeaux–Paris,1977-05-22,road bicycle racing,France,1976 Bordeaux–Paris
1976 Bordeaux–Paris,1976-05-23,road bicycle racing,France,1975 Bordeaux–Paris
1975 Bordeaux–Paris,1975-06-01,road bicycle racing,France,1974 Bordeaux–Paris
1974 Bordeaux–Paris,1974-05-26,road bicycle racing,France,1973 Bordeaux–Paris
1973 Bordeaux–Paris,1973-05-27,road bicycle racing,France,1970 Bordeaux–Paris
1970 Bordeaux–Paris,1970-09-06,road bicycle racing,France,1969 Bordeaux–Paris
1969 Bordeaux–Paris,1969-09-07,road bicycle racing,France,1968 Bordeaux–Paris
1968 Bordeaux–Paris,1968-09-08,road bicycle racing,France,1967 Bordeaux–Paris
1967 Bordeaux–Paris,1967-05-28,road bicycle racing,France,1966 Bordeaux–Paris
1966 Bordeaux–Paris,1966-05-19,road bicycle racing,France,1965 Bordeaux–Paris
1965 Bordeaux–Paris,1965-05-31,road bicycle racing,France,1964 Bordeaux–Paris
1964 Bordeaux–Paris,1964-05-31,road bicycle racing,France,1963 Bordeaux–Paris
1963 Bordeaux–Paris,1963-05-26,road bicycle racing,France,1962 Bordeaux–Paris
1962 Bordeaux–Paris,1962-05-27,road bicycle racing,France,1961 Bordeaux–Paris
