col0,col1,col2,col3,col4
Debanandapur gram panchayat,Gram panchayat,Debanandapur,India,Chinsurah-Mogra community development block
Kodalia-i gram panchayat,Gram panchayat,Chinchurah (P),India,Chinsurah-Mogra community development block
Chandrahati-i gram panchayat,Gram panchayat,Demra,India,Chinsurah-Mogra community development block
Kodalia-ii gram panchayat,Gram panchayat,Kapasdanga (P),India,Chinsurah-Mogra community development block
Saptagram gram panchayat,Gram panchayat,Saptagram,India,Chinsurah-Mogra community development block
Banjora gram panchayat,Gram panchayat,Kalpara,India,Barabazar community development block
Chandrahati-ii gram panchayat,Gram panchayat,Banpara,India,Chinsurah-Mogra community development block
Bandel gram panchayat,Gram panchayat,Iswarbaha,India,Chinsurah-Mogra community development block
Digsuihoyera gram panchayat,Gram panchayat,Chanparai,India,Chinsurah-Mogra community development block
Patlikhanpur gram panchayat,Gram panchayat,Patlikhanpur,India,Hasnabad community development block
Amlani gram panchayat,Gram panchayat,Asharianarayanpur,India,Hasnabad community development block
Kulti gram panchayat,Gram panchayat,Radhanagar,India,Haroa community development block
Gopalpur-i gram panchayat,Gram panchayat,Ramchakir Gheri,India,Haroa community development block
Khasbalanda gram panchayat,Gram panchayat,Latar Bagan,India,Haroa community development block
