col0,col1,col2,col3,col4
Iru,Tallinn City,subdistrict,Iru,Estonia
Järve,Tallinn City,subdistrict,Järve,Estonia
Lepiku,Tallinn City,subdistrict,Lepiku,Estonia
Kose,Tallinn City,subdistrict,Kose,Estonia
Laiaküla,Tallinn City,subdistrict,Laiaküla,Estonia
Pirita,Tallinn City,subdistrict,Pirita,Estonia
Männiku,Tallinn City,subdistrict,Männiku,Estonia
Kitseküla,Tallinn City,subdistrict,Kitseküla,Estonia
Nõmme,Tallinn City,subdistrict,Nõmme,Estonia
Liiva,Tallinn City,subdistrict,Liiva,Estonia
Tondi,Tallinn City,subdistrict,Tondi,Estonia
Haabersti,Tallinn City,subdistrict,Haabersti,Estonia
