col0,col1,col2,col3,col4
Călărași County,Romania,UTC+02:00,județ,5088
Olt County,Romania,UTC+02:00,județ,5498
Maramureș County,Romania,UTC+02:00,județ,6304
Dâmbovița County,Romania,UTC+02:00,județ,4054
Galați County,Romania,UTC+02:00,județ,4466
Prahova County,Romania,UTC+02:00,județ,4716
Neamț County,Romania,UTC+02:00,județ,5896
Constanța County,Romania,UTC+02:00,județ,7071
Brăila,Romania,UTC+02:00,județ,4766
Caraș-Severin County,Romania,UTC+02:00,județ,8514
Vâlcea County,Romania,UTC+02:00,județ,5765
Timiș County,Romania,UTC+02:00,județ,8696.7
Buzău County,Romania,UTC+02:00,județ,6103
Sibiu County,Romania,UTC+02:00,județ,5432
