col0,col1,col2,col3
Eurovision Song Contest 1957,Eurovision Song Contest 1958,Lys Assia,European Broadcasting Union
Eurovision Song Contest 1958,Eurovision Song Contest 1959,Corry Brokken,European Broadcasting Union
Eurovision Song Contest 1957,Eurovision Song Contest 1958,Corry Brokken,European Broadcasting Union
Eurovision Song Contest 1959,Eurovision Song Contest 1960,Christa Williams,European Broadcasting Union
Eurovision Song Contest 1958,Eurovision Song Contest 1959,Margot Hielscher,European Broadcasting Union
Eurovision Song Contest 1957,Eurovision Song Contest 1958,Margot Hielscher,European Broadcasting Union
Eurovision Song Contest 1961,Eurovision Song Contest 1962,Lale Andersen,European Broadcasting Union
Eurovision Song Contest 1956,Eurovision Song Contest 1957,Im Wartesaal zum großen Glück,Radiotelevisione svizzera di lingua italiana
Eurovision Song Contest 1957,Eurovision Song Contest 1958,Margot Hielscher,ARD
Eurovision Song Contest 1961,Eurovision Song Contest 1962,Greetje Kauffeld,Radiodiffusion-Télévision Française
Eurovision Song Contest 1962,Eurovision Song Contest 1963,Cornelia Froboess,RTL Group
Eurovision Song Contest 1969,Eurovision Song Contest 1970,Jarkko & Laura,European Broadcasting Union
Eurovision Song Contest 1961,Eurovision Song Contest 1962,The Allisons,European Broadcasting Union
Eurovision Song Contest 1969,Eurovision Song Contest 1970,Jean Jacques,European Broadcasting Union
Eurovision Song Contest 1962,Eurovision Song Contest 1963,François Deguelt,European Broadcasting Union
