col0,col1,col2,col3
Blogs about Open Access,2013-01-01,Creative Commons Attribution 3.0 Unported,MediaWiki page
Open Access Book Business Models,2013-01-01,Creative Commons Attribution 3.0 Unported,MediaWiki page
Early Open Access Journals,2012-01-01,Creative Commons Attribution 3.0 Unported,MediaWiki page
Publishers of Open Access Books,2013-01-01,Creative Commons Attribution 3.0 Unported,MediaWiki page
Journal Declarations of Independence,2013-01-01,Creative Commons Attribution 3.0 Unported,MediaWiki page
Advocacy Organizations for Open Access,2013-01-01,Creative Commons Attribution 3.0 Unported,MediaWiki page
Declarations in Support of Open Access,2013-01-01,Creative Commons Attribution 3.0 Unported,web page
Audio about Open Access,2012-01-01,Creative Commons Attribution 3.0 Unported,web page
Journals that Converted from Toll Access to Open Access,2013-01-01,Creative Commons Attribution 3.0 Unported,web page
FAQs about Open Access,2012-01-01,Creative Commons Attribution 3.0 Unported,web page
Blogs about Open Access,2013-01-01,Creative Commons Attribution 3.0 Unported,web page
Open Access Book Business Models,2013-01-01,Creative Commons Attribution 3.0 Unported,web page
