col0,col1,col2,col3
Kufra District,district of Libya,Libya,Libya
Misrata District,district of Libya,Libya,Libya
Jabal al Akhdar,district of Libya,Libya,Libya
Tripoli District,district of Libya,Libya,Libya
Nalut District,district of Libya,Libya,Libya
Sirte District,district of Libya,Libya,Libya
Nuqat al Khams,district of Libya,Libya,Libya
Zawiya District,district of Libya,Libya,Libya
Sabha District,district of Libya,Libya,Libya
Derna District,district of Libya,Libya,Libya
Marj District,district of Libya,Libya,Libya
