col0,col1,col2,col3,col4,col5
Ueckermünde,Vorpommern-Greifswald District,urban municipality of Germany,5,Ucker,8668
Eckernförde,Rendsburg-Eckernförde,urban municipality of Germany,3,Eckernförde Bay,21902
Shëngjin,Lezhë County,Municipal unit of Albania,0,Adriatic Sea,8091
Primorsko,Burgas Province,municipality seat,5,Black Sea,3653
Tsarevo,Burgas Province,municipality seat,0,Black Sea,6301
"Westkapelle, Netherlands",Veere,place with town rights and privileges,5,North Sea,2594
Shëngjin,Lezhë County,port settlement,0,Adriatic Sea,8091
"Westkapelle, Netherlands",Veere,titular city,5,North Sea,2594
Shëngjin,Lezhë County,municipality of Albania,0,Adriatic Sea,8091
"Westkapelle, Netherlands",Veere,seaside resort,5,North Sea,2594
Chernomorets,Burgas Province,seaside resort,0,Black Sea,2184
