col0,col1,col2,col3
Stan,The Turtle Terminator,Teenage Mutant Ninja Turtles universe,male
Vinnie,Cowabunga Shredhead,Teenage Mutant Ninja Turtles universe,male
Wolfgang Plink,Burne's Blues,Teenage Mutant Ninja Turtles universe,male
Clayton Kellerman,Turtles on Trial,Teenage Mutant Ninja Turtles universe,male
Barney Mushnik,Krangenstein Lives,Teenage Mutant Ninja Turtles universe,male
Boris,Polly Wanna Pizza,Teenage Mutant Ninja Turtles universe,male
Bogart Flywheel,Phantom of the Sewers,Teenage Mutant Ninja Turtles universe,male
Rufus Higby,Phantom of the Sewers,Teenage Mutant Ninja Turtles universe,male
Murishima,Sword of Yurikawa,Teenage Mutant Ninja Turtles universe,male
Lafayette Le Drone,Sword of Yurikawa,Teenage Mutant Ninja Turtles universe,male
Tut,"Michelangelo, the Sacred Turtle",Teenage Mutant Ninja Turtles universe,male
Casbah,"Michelangelo, the Sacred Turtle",Teenage Mutant Ninja Turtles universe,male
Percival Pifflecoot,"Michelangelo, the Sacred Turtle",Teenage Mutant Ninja Turtles universe,male
