col0,col1,col2,col3
granary in Tuorla mansion,granary,Tuorla mansion,Kaarina
granary in Ypäjä,granary,Ypäjä equine research and educational institution,Ypäjä
granary in Harju,granary,Harju educational institution,Virolahti
granary in Kirjakkala ironworks,granary,Kirjakkala ironworks,Salo
granary in Själö hospital area,granary,Själö Hospital,Pargas
granary in Jokioinen manor,granary,Jokioinen Manor,Jokioinen
granary in Fagervik manor,granary,Fagervik Manor,Ingå
granary in Wiksberg manor,granary,Wiksberg Manor,Paimio
granary in Anjala manor museum,granary,Anjala Manor museum,Kouvola
granary in Mommola Manor,granary,Mommola Manor,Salo
granary in Ollila farm,granary,Ollila farm,Pirkkala
granary in Halkilahti,granary,Halkilahti,Paimio
