col0,col1,col2,col3,col4
Bosphorus Istanbul Cup 2018 - senior ice dance rhythm dance,Turkey,Bosphorus Istanbul Cup 2018 - senior ice dance,Sofia Evdokimova,Lolita Labunskaya
2018 Minsk-Arena Ice Star - ice dance rhythm dance,Belarus,2018 Minsk-Arena Ice Star - ice dance,Sofia Evdokimova,Lolita Labunskaya
Bosphorus Istanbul Cup 2018 - senior ice dance rhythm dance,Turkey,Bosphorus Istanbul Cup 2018 - senior ice dance,Carolina Moscheni,Lolita Labunskaya
Volvo Open Cup 37th - senior ice dance rhythm dance,Latvia,Volvo Open Cup 37th - senior ice dance,Betina Popova,Lolita Labunskaya
Bosphorus Istanbul Cup 2018 - senior ice dance rhythm dance,Turkey,Bosphorus Istanbul Cup 2018 - senior ice dance,Shari Koch,Lolita Labunskaya
Volvo Open Cup 37th - senior ice dance rhythm dance,Latvia,Volvo Open Cup 37th - senior ice dance,Anna Yanovskaya,Lolita Labunskaya
2018 Minsk-Arena Ice Star - ice dance rhythm dance,Belarus,2018 Minsk-Arena Ice Star - ice dance,Juulia Turkkila,Lolita Labunskaya
Volvo Open Cup 37th - senior ice dance rhythm dance,Latvia,Volvo Open Cup 37th - senior ice dance,Allison Reed,Lolita Labunskaya
2018 CS Ondrej Nepela Trophy - ice dance rhythm dance,Slovakia,2018 CS Ondrej Nepela Trophy - ice dance,Adelina Galyavieva,Csaba Bálint
2018 Junior Grand Prix Slovakia - ice dancing rhythm dance,Slovakia,2018 Junior Grand Prix Slovakia - ice dancing,Anna Cherniavska,Csaba Bálint
