col0,col1,col2,col3,col4
Leblon e Lagoa - Rio de Janeiro,Museu Paulista,photographic paper,8.1,photograph album
Arpoador - Rio de Janeiro,Museu Paulista,photographic paper,8.1,photograph album
Praia de Copacabana - Rio de Janeiro,Museu Paulista,photographic paper,8.1,photograph album
Estádio Mário Filho- Rio de Janeiro,Museu Paulista,photographic paper,8.1,photograph album
Praça Paris - Rio de Janeiro,Museu Paulista,photographic paper,8.1,photograph album
Teatro Municipal - Rio de Janeiro,Museu Paulista,photographic paper,8.1,photograph album
Vista noturna - Rio de Janeiro,Museu Paulista,photographic paper,8.1,photograph album
Glória - Rio de Janeiro,Museu Paulista,photographic paper,8.1,photograph album
Quitandinha - Petrópolis,Museu Paulista,photographic paper,8.1,photograph album
Vistas artísticas do Rio de Janeiro,Museu Paulista,photograph album,9.1,photograph album
Monumento Campos Salles - Campinas,Museu Paulista,photographic paper,12.1,photograph album
Bosque dos Jequitibas - Campinas,Museu Paulista,photographic paper,12.1,photograph album
