col0,col1,col2,col3
Fuhrmann syndrome,WNT7A,genetic disease,head and neck disease
Forney robinson pascoe syndrome,MAP3K7,genetic disease,head and neck disease
Blepharo-cheilo-odontic syndrome,CDH1,syndrome,head and neck disease
high myopia-sensorineural deafness syndrome,SLITRK6,syndromic genetic deafness,head and neck disease
Fuhrmann syndrome,WNT7A,genetic disease,developmental defect during embryogenesis
Gordon-Holmes syndrome,RNF216,rare genetic movement disorder,developmental defect during embryogenesis
Forney robinson pascoe syndrome,MAP3K7,genetic disease,developmental defect during embryogenesis
Blepharo-cheilo-odontic syndrome,CDH1,syndrome,developmental defect during embryogenesis
high myopia-sensorineural deafness syndrome,SLITRK6,syndromic genetic deafness,developmental defect during embryogenesis
Fuhrmann syndrome,WNT7A,genetic disease,hereditary disorder
Fried syndrome,AP1S2,X-linked intellectual disability,hereditary disorder
Gordon-Holmes syndrome,RNF216,rare genetic movement disorder,hereditary disorder
