col0,col1,col2,col3,col4
Chibabava District,district of Mozambique,6977,Sofala,Mozambique
Cheringoma District,district of Mozambique,6954,Sofala,Mozambique
Chemba District,district of Mozambique,3998,Sofala,Mozambique
Changara District,district of Mozambique,8660,Tete Province,Mozambique
Báruè District,district of Mozambique,5743,Manica Province,Mozambique
Buzi District,district of Mozambique,7329,Sofala,Mozambique
Cahora-Bassa District,district of Mozambique,8712,Tete Province,Mozambique
Matutuíne District,district of Mozambique,5387,Maputo Province,Mozambique
Angónia District,district of Mozambique,3277,Tete Province,Mozambique
Chigubo District,district of Mozambique,14864,Gaza Province,Mozambique
Guijá District,district of Mozambique,4207,Gaza Province,Mozambique
