col0,col1,col2,col3
Festuca field near Hîrcești,Moldova,meadow,Ungheni District
Alopecurus field near Hîrcești,Moldova,meadow,Ungheni District
Festuca field near Condrătești,Moldova,meadow,Ungheni District
Halophyte meadow near Bănești,Moldova,meadow,Telenești District
Puccinellia gigantea field,Moldova,meadow,Telenești District
Poa pratensis field,Moldova,meadow,Telenești District
Meadow with Euphorum vaginatum,Moldova,meadow,Strășeni District
Cottonseed field near Căpriana,Moldova,meadow,Strășeni District
Wet meadow with reed,Moldova,meadow,Dondușeni District
Upper Beaver Meadows,United States of America,meadow,Larimer County
