col0,col1,col2,col3,col4
2024 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2023 English Badminton Championships,United Kingdom
2023 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2022 English Badminton Championships,United Kingdom
2022 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2021 English Badminton Championships,United Kingdom
2021 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2020 English Badminton Championships,United Kingdom
2020 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2019 English Badminton Championships,United Kingdom
2019 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2018 English Badminton Championships,United Kingdom
2018 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2017 English Badminton Championships,United Kingdom
2017 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2016 English Badminton Championships,United Kingdom
2016 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2015 English Badminton Championships,United Kingdom
2015 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2014 English Badminton Championships,United Kingdom
1994 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1993 English Badminton Championships,United Kingdom
