col0,col1,col2,col3
Brasovsky District,Lokot,1185,19504
Pervomaiske Raion,Pervomaiske,1474,31851
Krasnohvardiiske Raion,Krasnohvardiiske,1766,84587
Urmarsky District,Urmary,598.26,22610
"Tersky District, Murmansk Oblast",Umba,19300,5224
Orshansky District,Orshanka,896.49,13663
Morgaushsky District,Morgaushi,845.34,32685
Terneysky District,Terney,27102.2,11149
Ibresinsky District,Ibresi,1201.18,23330
Yantikovsky District,Yantikovo,524.67,14446
Lenine Raion of Crimea,Lenine,2919,58985
Alikovsky District,Alikovo,554.12,15563
Cheboksarsky District,Kugesi,1178.84,62184
Chornomorske Raion,Chornomorske,1508.6,30457
Udorsky District,Koslan,35800,17584
