col0,col1,col2,col3
Double Taisei,shōnen,Japan,2019-05-20
Necromance,shōnen,Japan,2019-08-28
Switch,shōnen,Japan,2018-04-11
Yui Kamio Lets Loose,shōnen,Japan,2019-03-11
Chainsaw Man,shōnen,Japan,2018-12-03
Tokyo Revengers,shōnen,Japan,2017-03-01
The Soaring Quadrable,shōnen,Japan,2017-04-05
Samurai 8: The Tale of Hachimaru,shōnen,Japan,2019-05-13
Marry Grave,shōnen,Japan,2017-12-13
Hell Warden Higuma,shōnen,Japan,2018-12-17
I'm From Japan,shōnen,Japan,2018-09-15
Tonikaku Cawaii,shōnen,Japan,2018-02-14
Hitman,shōnen,Japan,2018-06-20
Orient,shōnen,Japan,2018-05-30
