col0,col1,col2,col3
Artzamendi Range,Bortziriak Massif,Navarre,mountain chain
Saibigain Range,Urkiola Natural Park,Biscay,mountain chain
Sardekagaña Range,Kartxela Range,Navarre,mountain chain
Erroizpe-Ulizar Range,Bortziriak Massif,Navarre,mountain chain
Aramaio Range,Urkiola Natural Park,Araba / Álava,mountain chain
Zaimendi Range,Aldaia Mountains,Araba / Álava,mountain chain
Muga Foothills,San Blas Range,Navarre,mountain chain
Abartan Range,Saioa Range,Navarre,mountain chain
Artikutza Range,Bortziriak Massif,Navarre,mountain chain
Aizkolegi Range,Bortziriak Massif,Navarre,mountain chain
Bianditz Range,Bortziriak Massif,Navarre,mountain chain
Mondarrain-Lizartzu Range,Bortziriak Massif,Navarre,mountain chain
Iparla Range,Bortziriak Massif,Navarre,mountain chain
