col0,col1,col2,col3
canton of Segré,France,34645,241.54
canton of Savigny-sur-Orge,France,57732,5.17
canton of Sarlat-la-Canéda,France,16086,220.97
canton of Sancerre,France,18665,296.78
canton of Sallanches,France,31642,188.54
canton of Saint-Vaury,France,9551,210.64
canton of Saint-Trivier-sur-Moignans,France,14659,190.3
canton of Saint-Sauveur-sur-Tinée,France,2362,312.1
canton of Saint-Sauveur,France,9679,198.96
canton of Saint-Pourçain-sur-Sioule,France,19299,220.38
canton of Saint-Porchaire,France,20435,235.54
canton of Saint-Pol-sur-Ternoise,France,33349,222.16
canton of Saint-Philbert-de-Grand-Lieu,France,48283,174.3
canton of Saint-Pierre-d'Albigny,France,18879,73.8
