col0,col1,col2,col3
Super Bowl XVIII,American football,Los Angeles Raiders,1984-01-22
Super Bowl V,American football,Baltimore Colts,1971-01-17
Super Bowl XIX,American football,San Francisco 49ers,1985-01-20
Super Bowl XXIII,American football,San Francisco 49ers,1989-01-22
Super Bowl XXIX,American football,San Francisco 49ers,1995-01-29
Super Bowl XXIV,American football,San Francisco 49ers,1990-01-28
Super Bowl XVI,American football,San Francisco 49ers,1982-01-24
Super Bowl XXXIV,American football,Los Angeles Rams,2000-01-30
Super Bowl XV,American football,Las Vegas Raiders,1981-01-25
Super Bowl XI,American football,Las Vegas Raiders,1977-01-09
Super Bowl XXXVII,American football,Tampa Bay Buccaneers,2003-01-26
Super Bowl XXXV,American football,Baltimore Ravens,2001-01-28
Super Bowl XLVII,American football,Baltimore Ravens,2013-02-03
Super Bowl LIV,American football,Kansas City Chiefs,2020-02-02
Super Bowl IV,American football,Kansas City Chiefs,1970-01-11
