col0,col1,col2,col3,col4,col5
Harta Union,Wazirpur Upazila,union council of Bangladesh,Bangladesh,UTC+06:00,4917
Haldia Union,Amtali Upazila,union council of Bangladesh,Bangladesh,UTC+06:00,6836
Harinathpur Union,Hizla Upazila,union council of Bangladesh,Bangladesh,UTC+06:00,4963
Sonapur union,Tazumuddin Upazila,union council of Bangladesh,Bangladesh,UTC+06:00,6784
Syedpur Shaharpara Union,Jagannathpur Upazila,union council of Bangladesh,Bangladesh,UTC+06:00,3859
Saidkati Union,Banaripara Upazila,union council of Bangladesh,Bangladesh,UTC+06:00,5520
Saidpur union,Daulatkhan Upazila,union council of Bangladesh,Bangladesh,UTC+06:00,5714
"Sayna Raghunathpur Union, Kawkhali","Kawkhali Upazila, Pirojpur District",union council of Bangladesh,Bangladesh,UTC+06:00,2522
"Surjyamani Union, Bauphal",Bauphal Upazila,union council of Bangladesh,Bangladesh,UTC+06:00,4554
Nachan Mohal Union,Nalchity Upazila,union council of Bangladesh,Bangladesh,UTC+06:00,3103
"Sutiakathi Union, Nesarabad",Nesarabad (Swarupkati) Upazila,union council of Bangladesh,Bangladesh,UTC+06:00,6651
Saliabakpur Union,Banaripara Upazila,union council of Bangladesh,Bangladesh,UTC+06:00,4485
"Sarengkati Union, Nesarabad",Nesarabad (Swarupkati) Upazila,union council of Bangladesh,Bangladesh,UTC+06:00,2900
"Sapleza Union, Mathbaria",Mathbaria Upazila,union council of Bangladesh,Bangladesh,UTC+06:00,7468
