col0,col1,col2,col3,col4
Oberes Wiedtal,Wied,Wied,Rhineland-Palatinate,Steinebach an der Wied
Lauterniederung,Lauter,Lauter,Rhineland-Palatinate,Schweighofen
Ginsterheiden im Irsental bei Daleiden,Irsen,Irsen,Rhineland-Palatinate,Olmscheid
Oberes Wiedtal,Wied,Wied,Rhineland-Palatinate,Hartenfels
Bierbachtal zwischen Hollnich und Masthorn,Bier-Bach,Bier-Bach,Rhineland-Palatinate,Lünebach
Oberes Wiedtal,Wied,Wied,Rhineland-Palatinate,"Herschbach, Selters"
Bierbachtal zwischen Hollnich und Masthorn,Bier-Bach,Bier-Bach,Rhineland-Palatinate,Pronsfeld
Alfbachtal mit Tunenbach u. Hollbach zwischen Grosslangenfeld und Pronsfeld,Alfbach,Alfbach,Rhineland-Palatinate,Pronsfeld
Quellbäche des Eppenbrunner Baches,Trualbe,Trualbe,Rhineland-Palatinate,Eppenbrunn
Alfbachtal mit Tunenbach u. Hollbach zwischen Grosslangenfeld und Pronsfeld,Alfbach,Alfbach,Rhineland-Palatinate,Habscheid
Lauterniederung,Lauter,Lauter,Rhineland-Palatinate,Kapsweyer
