col0,col1,col2,col3,col4,col5,col6
"Musée Saint-Raymond, 26411",APZ Painter,slipware,slit-film yarn,Saint-Raymond Museum reserves,terracotta,-0315-01-01T00:00:00Z
"Musée Saint-Raymond, 26422",anonymous,slipware,bijou,Saint-Raymond Museum reserves,terracotta,-0338-01-01T00:00:00Z
"Musée Saint-Raymond, 26411",APZ Painter,highlight,drapery,Saint-Raymond Museum reserves,terracotta,-0315-01-01T00:00:00Z
"Musée Saint-Raymond, 26422",anonymous,highlight,drapery,Saint-Raymond Museum reserves,terracotta,-0338-01-01T00:00:00Z
"Musée Saint-Raymond, 26411",APZ Painter,slipware,drapery,Saint-Raymond Museum reserves,terracotta,-0315-01-01T00:00:00Z
"Musée Saint-Raymond, 26422",anonymous,slipware,rinceau,Saint-Raymond Museum reserves,terracotta,-0338-01-01T00:00:00Z
"Musée Saint-Raymond, 26411",APZ Painter,slipware,himation,Saint-Raymond Museum reserves,terracotta,-0315-01-01T00:00:00Z
"Musée Saint-Raymond, 26422",anonymous,slipware,thymiaterion,Saint-Raymond Museum reserves,terracotta,-0338-01-01T00:00:00Z
"Musée Saint-Raymond, 26411",APZ Painter,slipware,hairstyle,Saint-Raymond Museum reserves,terracotta,-0315-01-01T00:00:00Z
"Musée Saint-Raymond, 26422",anonymous,slipware,volute,Saint-Raymond Museum reserves,terracotta,-0338-01-01T00:00:00Z
"Musée Saint-Raymond, 26411",APZ Painter,slipware,window,Saint-Raymond Museum reserves,terracotta,-0315-01-01T00:00:00Z
"Musée Saint-Raymond, 26422",anonymous,slipware,mirror,Saint-Raymond Museum reserves,terracotta,-0338-01-01T00:00:00Z
