col0,col1,col2,col3,col4
Jaleswar-ii gram panchayat,Gram panchayat,Banglani,India,Gaighata community development block
Duma gram panchayat,Gram panchayat,Barasehana,India,Gaighata community development block
Jaleswar-i gram panchayat,Gram panchayat,Jaleshwar,India,Gaighata community development block
Fulsara gram panchayat,Gram panchayat,Rajapur,India,Gaighata community development block
Jhaudanga gram panchayat,Gram panchayat,Angrail,India,Gaighata community development block
Ichapur-i gram panchayat,Gram panchayat,Amkola,India,Gaighata community development block
Gopalnagar gram panchayat,Gram panchayat,Gopalnagar,India,Singur community development block
Gobindapur gram panchayat,Gram panchayat,Hatgobindapur,India,Burdwan II community development block
Gobindapur gram panchayat,Gram panchayat,Kadipur,India,Krishnaganj community development block
Gobindapur gram panchayat,Gram panchayat,Batan,India,Jagatballavpur community development block
Gobindapur gram panchayat,Gram panchayat,Kuargaon,India,Islampur community development block
Ghoramara gram panchayat,Gram panchayat,Mas Danga,India,Domkal community development block
Fatepur gram panchayat,Gram panchayat,Behara,India,Haringhata community development block
Falmari gram panchayat,Gram panchayat,Dewanbash,India,Mekhliganj community development block
