col0,col1,col2,col3
la Massana,vernacular architecture,Spain,Vilablareix
Can Pere Màrtir,vernacular architecture,Spain,Vilablareix
Can Gruart,vernacular architecture,Spain,Vilablareix
Can Nerós,eclectic architecture,Spain,Sant Martí de Llémena
Can Roca,vernacular architecture,Spain,Sant Martí de Llémena
Can Nerós,vernacular architecture,Spain,Sant Martí de Llémena
Can Masó,vernacular architecture,Spain,Sant Joan de Mollet
La Torre,vernacular architecture,Spain,Llambilles
Torre de Bac,vernacular architecture,Spain,Fornells de la Selva
Can Perarnau,vernacular architecture,Spain,Riells i Viabrea
Terrús,vernacular architecture,Spain,La Vall d'en Bas
la Feixa de Dalt,vernacular architecture,Spain,La Vall d'en Bas
el Banús,vernacular architecture,Spain,La Vall d'en Bas
L'Aubert,vernacular architecture,Spain,La Vall d'en Bas
el Coll,vernacular architecture,Spain,La Vall de Bianya
