col0,col1,col2,col3
death of Mary Jane Barker,1957-03-03,Bellmawr,death
death of Hsu Tsu-tsai,1966-07-17,The Hague,death
death of Garnett Spears,2014-01-23,New York,death
death of Elisa Lametralladora,2013-02-01,Cecil Hotel,death
death of Alberto Nisman,2015-01-18,Torres Le Parc Puerto Madero,death
"death of Frederick II, Holy Roman Emperor",1250-12-13,Fiorentino,death
death of Yehuda Shoham,2001-06-05,Eli,death
death of Phamon Phonphanit,2011-09-16,Su-ngai Kolok,death
death of Chen Wen-chen,1981-07-03,National Taiwan University,death
death of James Dean,1955-09-30,Cholame,death
