col0,col1,col2,col3
Male Bile,868.0,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina
Slanj Dolac,1372.59,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina
Kajin Doci,1418.46,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina
Bakinovac,1634.436,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina
Prodole,1143.556,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina
Veljki Slani Do,1231.81,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina
Erakov Do,1144.854,Bosnia and Herzegovina,Republika Srpska
"Kvova""Rupa",1297.219,Bosnia and Herzegovina,Republika Srpska
Garevsli Dolovi,1498.84,Bosnia and Herzegovina,Republika Srpska
Provaljhni Do,1650.294,Bosnia and Herzegovina,Republika Srpska
Crvodoli,459.0,Bosnia and Herzegovina,Republika Srpska
Lisi Do,485.052,Bosnia and Herzegovina,Republika Srpska
Duboki Korjtnik,861.408,Bosnia and Herzegovina,Republika Srpska
Labudqve Doline,570.9689999999999,Bosnia and Herzegovina,Republika Srpska
