col0,col1,col2,col3
Düsseldorf II,federal electoral district of Germany,288200,Düsseldorf III
Südpfalz,federal electoral district of Germany,283200,Speyer
Stuttgart I,federal electoral district of Germany,304300,Stuttgart III
Stuttgart II,federal electoral district of Germany,319500,Stuttgart III
Straubing,federal electoral district of Germany,222400,Vilshofen
constituency for the Bundestag election Steinburg – Dithmarschen Süd,federal electoral district of Germany,220800,Steinburg
Sankt Wendel,federal electoral district of Germany,205500,Saarbrücken II
Solingen – Remscheid – Wuppertal II,federal electoral district of Germany,309600,Remscheid
Schwalm-Eder,federal electoral district of Germany,237400,Hersfeld
constituency for the Bundestag election Salzgitter – Wolfenbüttel,federal electoral district of Germany,265200,Goslar
Saarlouis,federal electoral district of Germany,240800,Saarbrücken II
Saarbrücken,federal electoral district of Germany,235000,Saarbrücken II
constituency for the Bundestag election Rottweil – Tuttlingen,federal electoral district of Germany,242700,Donaueschingen
