col0,col1,col2,col3
Portrait of Anton Francesco Doni.,portrait,"Palazzo Giustinian Lolin, Venice",public domain
Portrait of Alessandro Marcello.,portrait,"Palazzo Giustinian Lolin, Venice",public domain
Portrait of Jules Beer,portrait,"Palazzo Giustinian Lolin, Venice",public domain
Portrait of unknown,portrait,"Palazzo Giustinian Lolin, Venice",public domain
Portrait of Nicolò Coccon.,portrait,"Palazzo Giustinian Lolin, Venice",public domain
Portrait of Heinrich Proch.,portrait,"Palazzo Giustinian Lolin, Venice",public domain
Portrait of Charles Gounod.,portrait,"Palazzo Giustinian Lolin, Venice",public domain
Portrait of Carlo Alfredo Piatti.,portrait,"Palazzo Giustinian Lolin, Venice",public domain
Portrait of unknown,portrait,"Palazzo Giustinian Lolin, Venice",public domain
Portrait of Franco Faccio.,portrait,"Palazzo Giustinian Lolin, Venice",public domain
