col0,col1,col2,col3,col4
Iași County,Romania,Iași,772348,Iași
Bistrița-Năsăud County,Romania,Ciceu-Giurgești,311657,Bistrița
Iași County,Romania,Hărmănești,772348,Iași
Brașov County,Romania,Brașov,643261,Brașov
Iași County,Principality of Moldavia,Hărmănești,772348,Iași
Bacău County,Romania,Bacău,737512,Bacău
Suceava County,Romania,Suceava,701830,Suceava
Bacău County,Romania,Slănic-Moldova,737512,Bacău
Bihor County,Romania,Pietroasa,617927,Oradea
Suceava County,Romania,Coșna,701830,Suceava
Bistrița-Năsăud County,Romania,Bistrița,311657,Bistrița
Botoșani County,Romania,Hănești,461305,Botoșani
Arad County,Romania,Zărand,487617,Arad
Arges,Romania,Pitești,681206,Pitești
Vaslui County,Romania,Bogdănița,461374,Vaslui
