col0,col1,col2,col3
Ward of Vintry,City of London,ward of the City of London,United Kingdom
Ward of Portsoken,City of London,ward of the City of London,United Kingdom
Norton Folgate,City of London,ward of the City of London,United Kingdom
Ward of Lime Street,City of London,ward of the City of London,United Kingdom
Ward of Langbourn,City of London,ward of the City of London,United Kingdom
Ward of Farringdon Without,City of London,ward of the City of London,United Kingdom
Ward of Farringdon Within,City of London,ward of the City of London,United Kingdom
Ward of Dowgate,City of London,ward of the City of London,United Kingdom
Ward of Cordwainer,City of London,ward of the City of London,United Kingdom
Ward of Coleman Street,City of London,ward of the City of London,United Kingdom
Ward of Cheap,City of London,ward of the City of London,United Kingdom
Ward of Castle Baynard,City of London,ward of the City of London,United Kingdom
