col0,col1,col2,col3
tragedy,theatrical genre,Brockhaus and Efron Encyclopedic Dictionary,drama
novel,literary form,Brockhaus and Efron Encyclopedic Dictionary,narrative
genealogy,specialty,Brockhaus and Efron Encyclopedic Dictionary,humanities
alphabet book,genre,Brockhaus and Efron Encyclopedic Dictionary,school book
martyrology,genre,Brockhaus and Efron Encyclopedic Dictionary,liturgical book
introduction,genre,Armenian Soviet Encyclopedia,beginning
sirventes,genre,Brockhaus and Efron Encyclopedic Dictionary,poetry
erotica,genre,Small Brockhaus and Efron Encyclopedic Dictionary,creative work
parody,genre,Brockhaus and Efron Encyclopedic Dictionary,derivative work
tragedy,genre,Brockhaus and Efron Encyclopedic Dictionary,drama
