col0,col1,col2,col3,col4
USA-1,rocket launch,United States Air Force,United States of America,Vandenberg AFB Space Launch Complex 3
USA-5,rocket launch,United States Air Force,United States of America,Vandenberg AFB Space Launch Complex 3
USA-10,rocket launch,United States Air Force,United States of America,Vandenberg AFB Space Launch Complex 3
OPS 9794,rocket launch,United States Air Force,United States of America,Vandenberg AFB Space Launch Complex 3
OPS 5118,rocket launch,United States Air Force,United States of America,Vandenberg AFB Space Launch Complex 3
OPS 5117,rocket launch,United States Air Force,United States of America,Vandenberg AFB Space Launch Complex 3
OPS 5114,rocket launch,United States Air Force,United States of America,Vandenberg AFB Space Launch Complex 3
OPS 5113,rocket launch,United States Air Force,United States of America,Vandenberg AFB Space Launch Complex 3
OPS 5112,rocket launch,United States Air Force,United States of America,Vandenberg AFB Space Launch Complex 3
OPS 5111,rocket launch,United States Air Force,United States of America,Vandenberg AFB Space Launch Complex 3
USA-248,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 37
USA-232,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 37
USA-213,rocket launch,United States Air Force,United States of America,Cape Canaveral Air Force Station Space Launch Complex 37
