col0,col1,col2,col3
Journal of Transport and Land Use,Open Journal Systems,scientific journal,David M. Levinson
Journal of Statistical Software,Open Journal Systems,scientific journal,Torsten Hothorn
Journal of Scientific Exploration,Open Journal Systems,scientific journal,Stephen E. Braude
Journal of Computational Geometry,Open Journal Systems,scientific journal,Kenneth L. Clarkson
Eco.mont – Journal on Protected Mountain Areas Research and Management,Open Journal Systems,open-access journal,Axel Borsdorf
Journal of Transport and Land Use,Open Journal Systems,open-access journal,David M. Levinson
Journal of Statistical Software,Open Journal Systems,open-access journal,Torsten Hothorn
Journal of Scientific Exploration,Open Journal Systems,open-access journal,Stephen E. Braude
Journal of Computational Geometry,Open Journal Systems,open-access journal,Kenneth L. Clarkson
Eco.mont – Journal on Protected Mountain Areas Research and Management,Open Journal Systems,academic journal,Axel Borsdorf
Journal of Transport and Land Use,Open Journal Systems,academic journal,David M. Levinson
Journal of Statistical Software,Open Journal Systems,academic journal,Torsten Hothorn
