col0,col1,col2,col3
2MASX J14533750+0928081,low-ionization nuclear emission-line region,11582,J2000.0
2MASX J14532242+0812211,low-ionization nuclear emission-line region,8654,J2000.0
MCG+03-38-043,low-ionization nuclear emission-line region,14065,J2000.0
2MASS J14551193+1807117,low-ionization nuclear emission-line region,13150,J2000.0
2MASX J14531063+1659517,low-ionization nuclear emission-line region,12783,J2000.0
2MASX J14494668+1954466,low-ionization nuclear emission-line region,20435,J2000.0
2MASX J14541650+1711327,low-ionization nuclear emission-line region,13530,J2000.0
2MFGC 12081,low-ionization nuclear emission-line region,16503,J2000.0
MCG+01-38-017,low-ionization nuclear emission-line region,8644,J2000.0
2MASX J14554168+0935125,low-ionization nuclear emission-line region,15005,J2000.0
SDSS J145447.66+010551.2,low-ionization nuclear emission-line region,44929,J2000.0
2MASX J14512490+2549207,low-ionization nuclear emission-line region,10037,J2000.0
