col0,col1,col2,col3,col4,col5
Buckinghamshire,Middlesex,916262,Buckinghamshire,United Kingdom,historic county of the United Kingdom
Berkshire,Surrey,841828,Berkshire,United Kingdom,historic county of the United Kingdom
Huntingdonshire,Cambridgeshire,212311,Huntingdonshire,United Kingdom,historic county of the United Kingdom
Cambridgeshire,Bedfordshire,460621,Cambridgeshire,United Kingdom,historic county of the United Kingdom
County Durham,Cumbria,883269,County Durham,United Kingdom,vice-county
Cheshire,Yorkshire,1667342,Cheshire,United Kingdom,historic county of England
Buckinghamshire,Middlesex,916262,Buckinghamshire,United Kingdom,historic county of England
Berkshire,Surrey,841828,Berkshire,United Kingdom,historic county of England
Huntingdonshire,Cambridgeshire,212311,Huntingdonshire,United Kingdom,historic county of England
Cambridgeshire,Bedfordshire,460621,Cambridgeshire,United Kingdom,historic county of England
Essex,Hertfordshire,1832752,Essex,United Kingdom,historic county of England
County Durham,Cumbria,883269,County Durham,United Kingdom,historic county of England
Cheshire,Derbyshire,1059271,Cheshire,United Kingdom,historic county of England
Essex,Hertfordshire,1832752,Essex,United Kingdom,ceremonial county of England
