col0,col1,col2,col3
Argentine A-4AR fleet,multi-role combat aircraft,A-4AR Fightinghawk,Argentine Air Force airplane fleet
Angolan EMB 314 fleet,multi-role combat aircraft,EMB 314 Super Tucano,Angolan Tucano fleet
Angolan Su-22 fleet,multi-role combat aircraft,Su-22U,Angolan military airplane fleet
Angolan King Air fleet,airlift,King Air 200,Angolan military airplane fleet
Angolan EMB 110 fleet,airlift,EMB 110 Bandeirante,Angolan military airplane fleet
Angolan BN-2 fleet,airlift,BN-2 Islander,Angolan military airplane fleet
Angolan PC-7 fleet,flight training,PC-7 Turbo Trainer,Angolan military airplane fleet
Angolan PC-9 fleet,flight training,PC-9,Angolan military airplane fleet
Angolan Do 28 fleet,airlift,Dornier Do 28,Angolan military airplane fleet
Angolan Yak-40 fleet,airlift,Yak-40,Angolan military airplane fleet
Angolan Flanker fleet,multi-role combat aircraft,Su-27,Angolan military airplane fleet
Angolan L-29 fleet,flight training,L-29 Delfín,Angolan military airplane fleet
Angolan Tu-134 fleet,airlift,Tu-134,Angolan military airplane fleet
Angolan L-39 fleet,flight training,L-39 Albatros,Angolan military airplane fleet
Angolan MiG-23 fleet,multi-role combat aircraft,MiG-23,Angolan military airplane fleet
