col0,col1,col2,col3
Exeter Township,Luzerne County,township of Pennsylvania,Exeter
Locust Township,Columbia County,township of Pennsylvania,Cleveland Township
Dorrance Township,Luzerne County,township of Pennsylvania,Butler Township
Dennison Township,Luzerne County,township of Pennsylvania,Penn Lake Park
Dallas Township,Luzerne County,township of Pennsylvania,Dallas
Conyngham Township,Luzerne County,township of Pennsylvania,Butler Township
Conyngham Township,Columbia County,township of Pennsylvania,Centralia
Buck Township,Luzerne County,township of Pennsylvania,Bear Creek Township
Conyngham Township,Luzerne County,township in the United States,Butler Township
Newport Township,Luzerne County,township of Pennsylvania,Conyngham Township
Nescopeck Township,Luzerne County,township of Pennsylvania,Conyngham Township
Kidder Township,Carbon County,township of Pennsylvania,Buck Township
