col0,col1,col2,col3,col4
Ash Township,Eastern Time Zone,township of Michigan,Monroe County,United States of America
Arvon Township,Eastern Time Zone,township of Michigan,Baraga County,United States of America
Arthur Township,Eastern Time Zone,township of Michigan,Clare County,United States of America
Armada Township,Eastern Time Zone,township of Michigan,Macomb County,United States of America
Arlington Township,Eastern Time Zone,township of Michigan,Van Buren County,United States of America
Arenac Township,Eastern Time Zone,township of Michigan,Arenac County,United States of America
Arcada Township,Eastern Time Zone,township of Michigan,Gratiot County,United States of America
Arbela Township,Eastern Time Zone,township of Michigan,Tuscola County,United States of America
Antwerp Township,Eastern Time Zone,township of Michigan,Van Buren County,United States of America
Antrim Township,Eastern Time Zone,township of Michigan,Shiawassee County,United States of America
