col0,col1,col2,col3
Kosaka Station,Shigenai Station,Japan Standard Time,1909-05-07
Matsumine Station,Hanaoka station,Japan Standard Time,1973-11-01
Temiya Station,Ironai Station,Japan Standard Time,1880-11-28
Yunoki Station,Hizen-Ikeno Station,Japan Standard Time,1920-03-27
Asano Station,Hane Station,Japan Standard Time,1912-08-06
Matsumori Station,Mino Station,Japan Standard Time,1911-02-11
Kosaka Station,Kagoya Station,Japan Standard Time,1909-05-07
Hayashi Station,Fukuda Station,Japan Standard Time,1913-11-11
Matsumori Station,Jinkōji Station,Japan Standard Time,1911-02-11
Fukae Station,Senofukae Station,Japan Standard Time,1922-04-22
