col0,col1,col2,col3
Fairmont,Utah Transit Authority,2,Mountain Time Zone
500 East,Utah Transit Authority,2,Mountain Time Zone
300 East,Utah Transit Authority,2,Mountain Time Zone
Crescent View,Utah Transit Authority,2,Mountain Time Zone
Temple Square,Utah Transit Authority,2,Mountain Time Zone
Kimballs Lane,Utah Transit Authority,2,Mountain Time Zone
5600 West Old Bingham Highway,Utah Transit Authority,2,Mountain Time Zone
4800 West Old Bingham Highway,Utah Transit Authority,2,Mountain Time Zone
2700 West Sugar Factory Road,Utah Transit Authority,2,Mountain Time Zone
1940 West North Temple,Utah Transit Authority,2,Mountain Time Zone
West Jordan City Center,Utah Transit Authority,2,Mountain Time Zone
University South Campus,Utah Transit Authority,2,Mountain Time Zone
