col0,col1,col2,col3,col4,col5
Lapenscharte,Zillertal Alps,Austria,col,Mayrhofen,2701
Kleinelendscharte,Ankogel Group,Austria,col,Bad Gastein,2663
Seejöchl,Kalkkögel,Austria,col,Grinzens,2518
Gsengscharte,Ennstal Alps,Austria,col,Admont,1220
Reißgangscharte,Gosaukamm,Austria,col,Gosau,1952
Rottor,Schladming Tauern,Austria,col,Schladming,2268
Brettscharte,Schladming Tauern,Austria,col,Weißpriach,2236
Stockerscharte,Schladming Tauern,Austria,col,Weißpriach,2154
Tramörtenscharte,Schladming Tauern,Austria,col,Lessach,2442
Stemmscharte,Schladming Tauern,Austria,col,Lessach,2500
