col0,col1,col2,col3,col4
St. Johannes Stollen,Braunlage,Germany,water drainage gallery,Mining in the Upper Harz
St. Jacobsglücker Stollen,Braunlage,Germany,water drainage gallery,Mining in the Upper Harz
Spötterstollen,Braunlage,Germany,water drainage gallery,Mining in the Upper Harz
St. Annen Stollen,Braunlage,Germany,water drainage gallery,Mining in the Upper Harz
Fürstenstollen,Braunlage,Germany,water drainage gallery,Mining in the Upper Harz
Grünhirscher Stollen,Braunlage,Germany,water drainage gallery,Upper Harz Water Regale
Sieberstollen,Braunlage,Germany,water drainage gallery,Upper Harz Water Regale
Ernst-August-Stollen,Clausthal-Zellerfeld,Germany,water drainage gallery,Mining in the Upper Harz
19-Lachter Tunnel,Wildemann,Germany,water drainage gallery,Upper Harz Water Tunnels
St. Johannes Stollen,Braunlage,Germany,adit,Mining in the Upper Harz
St. Jacobsglücker Stollen,Braunlage,Germany,adit,Mining in the Upper Harz
Spötterstollen,Braunlage,Germany,adit,Mining in the Upper Harz
