col0,col1,col2,col3
Torre de les Aigües de Dos Rius,Sarrià-Sant Gervasi,tower,Josep Amargós i Samaranch
Dharahara,Architecture of Kathmandu,tower,Bhimsen Thapa
tour de la Liberté,Bastille,tower,Hugues Aubriot
Twin Towers,Wembley Stadium,tower,Sir Robert McAlpine
Torre de Can Mario,Can Mario,tower,General Guitart i Lostaló
"The tower Bredablick, Skansen",Open-air museum Skansen,tourist attraction,Johan Erik Söderlund
Stockholm Telephone tower,Allmänna Telefonaktiebolaget building,tower,Fritz Eckert
"The tower Bredablick, Skansen",Open-air museum Skansen,tower,Johan Erik Söderlund
Victoria Tower,Palace of Westminster,tower,Charles Barry
Cordeliers tower,Citadel of Besançon,tower,Sébastien Le Prestre de Vauban
Villers–Bretonneux Australian National Memorial,Villers-Bretonneux Military Cemetery,tower,Edwin Lutyens
