col0,col1,col2,col3
"Once, Again, Always","Once, Again, Always",Teenage Mutant Ninja Turtles Adventures comic,Archie Comics
"Blind Sight, Part 2","Blind Sight, Part 2",Teenage Mutant Ninja Turtles Adventures comic,Archie Comics
"Blind Sight, Part 1","Blind Sight, Part 1",Teenage Mutant Ninja Turtles Adventures comic,Archie Comics
"Terracide, Part 3","Terracide, Part 3",Teenage Mutant Ninja Turtles Adventures comic,Archie Comics
"Terracide, Part 2","Terracide, Part 2",Teenage Mutant Ninja Turtles Adventures comic,Archie Comics
"Terracide, Part 1","Terracide, Part 1",Teenage Mutant Ninja Turtles Adventures comic,Archie Comics
"The Animus War, Part 2","The Animus War, Part 2",Teenage Mutant Ninja Turtles Adventures comic,Archie Comics
"The Animus War, Part 1","The Animus War, Part 1",Teenage Mutant Ninja Turtles Adventures comic,Archie Comics
Shattered,Shattered,Teenage Mutant Ninja Turtles Adventures comic,Archie Comics
Chameleons are Forever,Chameleons are Forever,Teenage Mutant Ninja Turtles Adventures comic,Archie Comics
