col0,col1,col2,col3
2009 Clásico RCN,Clásico RCN,Colombia,2009-10-17
2007 Clásico RCN,Clásico RCN,Colombia,2007-10-13
2006 Clásico RCN,Clásico RCN,Colombia,2006-10-15
2005 Clásico RCN,Clásico RCN,Colombia,2005-10-02
2004 Clásico RCN,Clásico RCN,Colombia,2004-10-17
2003 Clásico RCN,Clásico RCN,Colombia,2003-08-24
2002 Clásico RCN,Clásico RCN,Colombia,2002-08-11
2001 Clásico RCN,Clásico RCN,Colombia,2001-08-12
2000 Clásico RCN,Clásico RCN,Colombia,2000-08-11
1999 Clásico RCN,Clásico RCN,Colombia,1999-08-13
1998 Clásico RCN,Clásico RCN,Colombia,1998-08-14
1997 Clásico RCN,Clásico RCN,Colombia,1997-03-15
1996 Clásico RCN,Clásico RCN,Colombia,1996-03-16
