col0,col1,col2,col3
Castrum Bersobis,historic monument,Berzovia,archaeological site
Castrum Noviodunum,historic monument,Isaccea,archaeological site
Amutria,historic monument,Valea Perilor,human settlement
Halmyris,historic monument,Murighiol,human settlement
Castra Drobeta,historic monument,Drobeta-Turnu Severin,castrum
Cramond Roman Fort,scheduled monument,Edinburgh,castrum
Castrum Centum Putei,historic monument,Surducu Mare,castrum
Castra of Drajna de Sus,historic monument,Drajna de Sus,castrum
Castra of Zăvoi,historic monument,Zăvoi,castrum
Castra of Târnăveni,historic monument,Târnăveni,castrum
Castra of Tirighina-Bărboși,historic monument,Galați,castrum
Castra of Titești,historic monument,Titești,castrum
