col0,col1,col2,col3
Painter of Oxford 1945.73,Classical Athens,Ancient Greek,male
Potter A,Classical Athens,Ancient Greek,male
A519 Painter,Classical Athens,Ancient Greek,male
Potter A,Classical Athens,Ancient Greek,male
Painter B,Classical Athens,Ancient Greek,male
Painter A,Classical Athens,Ancient Greek,male
Painter of Würzburg 243,Kerameikos,Ancient Greek,male
Ugento Painter,Apulia,Ancient Greek,male
N Painter,Classical Athens,Ancient Greek,male
Nessos Painter,Classical Athens,Ancient Greek,male
Dipylon Master,Classical Athens,Ancient Greek,male
