col0,col1,col2,col3
Caballodunum (Pauly-Wissowa),Cabalio (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,"Pauly-Wissowa vol. III,1"
Cabalio (Pauly-Wissowa),Cabalaca (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,"Pauly-Wissowa vol. III,1"
Cabalaca (Pauly-Wissowa),Cabaeum (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,"Pauly-Wissowa vol. III,1"
"Götz, Nicolaus","Götz, Johann Nicolaus",Allgemeine Deutsche Biographie,"Allgemeine Deutsche Biographie, 9th volume"
Antinoitai (Pauly-Wissowa),Antikyra 2 (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Pauly-Wissowa vol. S III
Aristeia (Pauly-Wissowa),RE:Aristarchos 22,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Pauly-Wissowa vol. S I
Tirallum (Pauly-Wissowa),Τιραλλίς (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,"Pauly-Wissowa vol. VI A,2"
Tocius Maximus (Pauly-Wissowa),Τοχόα (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,"Pauly-Wissowa vol. VI A,2"
Tiberianus (Pauly-Wissowa),Τιβεριανή (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,"Pauly-Wissowa vol. VI A,1"
Coruncanius 4 (Pauly-Wissowa),Coruncanius 3 (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,"Pauly-Wissowa vol. IV,2"
Corvorum duorum portus (Pauly-Wissowa),Coruncanius 4 (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,"Pauly-Wissowa vol. IV,2"
Brindice (Pauly-Wissowa),Brindia (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,"Pauly-Wissowa vol. III,1"
