col0,col1,col2,col3
"The Story of Rosalind; or, As You Like It","The Witty Portia; or, The Three Caskets",Stories from Old English Poetry,Stories from Old English Poetry
"The Witty Portia; or, The Three Caskets",The Story of King Lear and his Three Daughters,Stories from Old English Poetry,Stories from Old English Poetry
The Story of King Lear and his Three Daughters,The Story of Perdita,Stories from Old English Poetry,Stories from Old English Poetry
The Story of Perdita,Sketch of William Shakespeare,Stories from Old English Poetry,Stories from Old English Poetry
Sketch of William Shakespeare,"Margaret, the Fair Maid of Fresingfield",Stories from Old English Poetry,Stories from Old English Poetry
"Margaret, the Fair Maid of Fresingfield",Friar Bacon’s Brass Head,Stories from Old English Poetry,Stories from Old English Poetry
Friar Bacon’s Brass Head,Campaspe and the Painter,Stories from Old English Poetry,Stories from Old English Poetry
Campaspe and the Painter,Adventures of the Fair Florimel,Stories from Old English Poetry,Stories from Old English Poetry
Adventures of the Fair Florimel,Spenser,Stories from Old English Poetry,Stories from Old English Poetry
Spenser,The Story of Candace,Stories from Old English Poetry,Stories from Old English Poetry
The Book of the Thousand Nights and One Night: Its History and Character,"The Book of the Thousand Nights and One Night, Ninth Volume",The Book of the Thousand Nights and One Night,The Book of the Thousand Nights and One Night
"The Book of the Thousand Nights and One Night, Ninth Volume","The Book of the Thousand Nights and One Night, Eighth Volume",The Book of the Thousand Nights and One Night,The Book of the Thousand Nights and One Night
"The Book of the Thousand Nights and One Night, Eighth Volume","The Book of the Thousand Nights and One Night, Seventh Volume",The Book of the Thousand Nights and One Night,The Book of the Thousand Nights and One Night
"The Book of the Thousand Nights and One Night, Seventh Volume","The Book of the Thousand Nights and One Night, Sixth Volume",The Book of the Thousand Nights and One Night,The Book of the Thousand Nights and One Night
"The Book of the Thousand Nights and One Night, Sixth Volume","The Book of the Thousand Nights and One Night, Fifth Volume",The Book of the Thousand Nights and One Night,The Book of the Thousand Nights and One Night
