col0,col1,col2,col3,col4
"Blätter für Architektur und Kunsthandwerk, 1913, Tafel 111",Nicolaihaus,Blätter für Architektur und Kunsthandwerk,Nicolaihaus,Altes aus Berlin
"Blätter für Architektur und Kunsthandwerk, 1896, Tafel 9",Copenhagen,Blätter für Architektur und Kunsthandwerk,Church of Our Lady,Copenhagen
"Blätter für Architektur und Kunsthandwerk, 1894, Tafel 6",Reichstag building,Blätter für Architektur und Kunsthandwerk,government building,Vom Bau des Deutschen Reichstagshauses
"Blätter für Architektur und Kunsthandwerk, 1895, Tafel 11",Reichstag building,Blätter für Architektur und Kunsthandwerk,Reichstag building,Vom Bau des Deutschen Reichstagshauses
"Blätter für Architektur und Kunsthandwerk, 1894, Tafel 47",Reichstag building,Blätter für Architektur und Kunsthandwerk,Reichstag building,Vom Bau des Deutschen Reichstagshauses
"Blätter für Architektur und Kunsthandwerk, 1895, Tafel 11",Reichstag building,Blätter für Architektur und Kunsthandwerk,government building,Vom Bau des Deutschen Reichstagshauses
"Blätter für Architektur und Kunsthandwerk, 1894, Tafel 47",Reichstag building,Blätter für Architektur und Kunsthandwerk,government building,Vom Bau des Deutschen Reichstagshauses
"Blätter für Architektur und Kunsthandwerk, 1892, Tafel 70",Reichstag building,Blätter für Architektur und Kunsthandwerk,Reichstag building,Vom Bau des Deutschen Reichstagshauses
"Blätter für Architektur und Kunsthandwerk, 1892, Tafel 69",Reichstag building,Blätter für Architektur und Kunsthandwerk,Reichstag building,Vom Bau des Deutschen Reichstagshauses
"Blätter für Architektur und Kunsthandwerk, 1892, Tafel 12",Reichstag building,Blätter für Architektur und Kunsthandwerk,Reichstag building,Vom Bau des Deutschen Reichstagshauses
"Blätter für Architektur und Kunsthandwerk, 1892, Tafel 1",Reichstag building,Blätter für Architektur und Kunsthandwerk,Reichstag building,Vom Bau des Deutschen Reichstagshauses
