col0,col1,col2,col3
RNFT1,gene,human chromosome 17,"Ring finger protein, transmembrane 1"
UTP18,gene,human chromosome 17,UTP18 small subunit processome component
YBX2,gene,human chromosome 17,Y-box binding protein 2
MRPS7,gene,human chromosome 17,Mitochondrial ribosomal protein S7
GLOD4,gene,human chromosome 17,Glyoxalase domain containing 4
TVP23B,gene,human chromosome 17,Trans-golgi network vesicle protein 23 homolog B
DERL2,gene,human chromosome 17,Derlin 2
MED31,gene,human chromosome 17,Mediator complex subunit 31
GEMIN4,gene,human chromosome 17,Gem nuclear organelle associated protein 4
MINK1,gene,human chromosome 17,Misshapen-like kinase 1
TAX1BP3,gene,human chromosome 17,Tax1 binding protein 3
