col0,col1,col2,col3
Orosu,UTC+09:00,Orosunsky Rural Okrug,682
Priargunsk,Irkutsk Time,Priargunsky District,7138
Nikolayevka,UTC+03:00,"Nikolayevsky District, Ulyanovsk Oblast",5911
Nizhnyaya Tavda,UTC+05:00,Nizhnetavdinsky District,6846
Mukhorshibir,UTC+08:00,Mukhorshibirsky District,5128
"Lysye Gory, Saratov Oblast",UTC+03:00,Lysogorsky District,7266
Kyren,UTC+08:00,Tunkinsky District,5210
Novye Burasy,UTC+03:00,Novoburassky District,5861
Kashary,UTC+03:00,Kasharsky District,6529
Krasny Chikoy,Irkutsk Time,Krasnochikoysky District,7107
Suntar,UTC+09:00,Suntarsky Nasleg,9826
