col0,col1,col2,col3
Malija,cultural heritage site in Slovenia,225,Slovenia
"Loče, Slovenske Konjice",cultural heritage site in Slovenia,274,Slovenia
Remšnik,cultural heritage site in Slovenia,851.2,Slovenia
"Liplje, Kamnik",cultural heritage site in Slovenia,703.5,Slovenia
"Topla, Črna na Koroškem",cultural heritage site in Slovenia,1084.5,Slovenia
Križ,cultural heritage site in Slovenia,349.8,Slovenia
Kostanj,cultural heritage site in Slovenia,537.9,Slovenia
"Korte, Izola",cultural heritage site in Slovenia,96,Slovenia
Krnice,cultural heritage site in Slovenia,445,Slovenia
Kolovrat,cultural heritage site in Slovenia,463.9,Slovenia
